campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,product,no_of_CTA,mean_CTA_len,is_image,is_personalised,is_quote,is_timer,is_emoticons,is_discount,is_price,is_urgency,target_audience,click_rate
34,3,80,11655,22,4,0,Evening,2,11,5,35,0,0,1,0,0,0,0,0,16,0.0060811082920542
35,3,81,9767,20,4,0,Noon,6,26,5,31,0,0,0,0,0,0,0,0,4,0.0100771778216808
36,3,76,11147,34,3,0,Evening,2,11,4,25,1,0,0,0,0,0,0,0,11,0.0063146110654375
37,3,76,11147,34,2,0,Evening,2,11,4,25,1,0,0,0,0,0,0,0,1,0.0066144605793355
38,3,80,12527,37,2,0,Evening,15,9,4,33,1,0,0,0,0,0,0,0,16,0.0039583715626392
39,3,77,12527,37,1,0,Evening,15,9,4,33,1,0,0,0,0,0,0,0,12,0.0058290443630322
40,3,81,9758,20,2,0,Noon,6,26,4,28,0,0,0,0,0,0,0,0,5,0.0082011491430535
41,3,76,11147,34,1,0,Evening,2,11,5,25,0,0,0,0,0,0,0,0,10,0.0055171460176991
42,3,88,9054,46,0,0,Evening,15,9,3,28,1,0,0,0,0,0,0,0,10,0.0069854803309133
43,3,73,10273,32,4,0,Evening,15,9,3,23,0,0,1,0,0,0,0,0,16,0.0034263398339637
44,3,65,11613,25,4,0,Evening,2,11,4,38,2,0,2,0,0,0,0,0,16,0.0048392565422433
45,3,87,14431,35,3,0,Evening,15,9,5,23,0,0,0,0,0,0,0,0,16,0.006365444728616
46,3,73,11486,42,2,0,Noon,2,11,4,27,2,0,1,0,0,0,0,0,7,0.0032971365086191
47,3,97,10492,39,1,0,Evening,15,9,3,25,1,0,2,0,0,0,0,0,0,0.0067423121197171
48,3,57,6916,50,1,0,Noon,6,10,3,24,2,0,0,0,0,0,0,0,14,0.0148629818857408
49,3,73,11486,42,1,0,Noon,2,11,4,27,2,0,1,0,0,0,0,0,10,0.0063157894736842
50,3,85,9717,30,4,0,Evening,15,9,2,23,0,0,0,0,2,0,0,0,16,0.0033720314080639
51,3,91,15400,18,3,0,Evening,15,9,6,26,1,0,0,0,0,0,0,0,16,0.0128162140009686
52,3,97,10492,39,2,0,Evening,15,9,3,25,1,0,2,0,0,0,0,0,10,0.0085343110914435
53,3,104,9183,32,1,0,Evening,15,9,3,27,0,0,0,0,0,0,0,0,10,0.0047360248447204
54,3,90,6759,41,1,0,Evening,1,5,0,22,2,0,0,0,0,0,0,0,10,0.0145383104125736
55,3,78,21927,13,0,0,Evening,15,13,9,28,2,0,0,0,0,0,0,1,12,0.0037417947785926
56,3,103,20312,17,5,1,Noon,15,13,5,24,1,0,1,0,0,0,0,1,12,0.004075319035012
57,3,85,9717,30,5,1,Noon,15,9,2,23,0,0,0,0,2,0,0,0,16,0.0
58,3,91,11179,32,4,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,16,0.0098698576294872
59,3,79,5805,88,4,0,Evening,15,12,3,20,1,0,0,0,0,0,0,0,2,0.0013711151736745
60,3,82,5690,86,4,0,Evening,15,6,3,23,0,0,1,0,0,0,0,0,2,0.0013454820130299
61,3,79,6810,45,4,0,Noon,1,5,0,23,2,0,0,0,0,0,0,0,10,0.0092911441751673
62,3,79,6812,44,4,0,Noon,1,5,0,23,2,0,0,0,0,0,0,0,3,0.009131747551366
63,3,80,5769,88,4,0,Evening,15,1,3,20,1,0,0,0,0,0,0,0,2,0.0017468051852532
64,3,67,5700,81,4,0,Evening,15,31,3,26,1,0,0,0,0,0,0,0,2,0.0044864997144954
65,3,92,16393,23,3,0,Evening,1,5,3,19,2,0,1,0,0,0,0,0,16,0.0013073845913357
66,3,92,16399,23,2,0,Evening,1,5,2,24,2,0,1,0,0,0,0,0,3,0.008838734782367
67,3,92,16399,23,2,0,Evening,1,5,2,24,2,0,1,0,0,0,0,0,10,0.0069826177388203
68,3,87,22813,18,2,0,Evening,15,13,11,29,2,0,1,0,1,0,0,0,15,0.0026506598600339
69,3,98,21569,20,1,0,Evening,15,13,11,29,2,0,0,0,1,1,0,0,16,0.0
70,3,25,1951,160,1,0,Evening,7,27,0,12,1,0,0,0,0,0,0,0,12,0.0671834625322997
71,3,74,9602,23,1,0,Evening,1,5,3,22,0,0,1,0,0,0,0,1,14,0.0352480417754569
72,3,100,10176,32,0,0,Evening,1,5,1,21,2,0,1,0,0,0,0,0,10,0.0112283549783549
73,3,98,21569,20,1,0,Noon,15,13,11,29,2,0,0,0,1,1,0,0,12,0.0047812402393022
74,10,90,20720,18,5,1,Noon,1,5,8,34,0,0,0,0,0,0,0,0,16,0.0034188034188034
75,3,87,11237,22,4,0,Evening,15,9,4,38,0,0,0,0,0,0,5499,1,12,0.0061401123799166
76,3,90,11975,25,4,0,Evening,1,5,2,21,2,0,1,0,0,0,0,0,16,0.0016270177926017
77,3,92,19214,21,3,0,Evening,15,9,3,29,1,0,1,0,0,0,0,1,12,0.0014063062958357
78,3,88,12588,30,3,0,Evening,1,5,12,34,0,0,0,0,0,0,0,0,10,0.0020678896641795
79,3,94,13412,38,2,0,Evening,15,9,3,32,0,0,0,0,0,0,0,1,16,0.0062363460854544
80,3,116,10644,43,1,0,Evening,15,9,3,27,0,0,0,0,1,0,0,0,15,0.0037013801756587
81,3,63,9599,23,1,0,Evening,1,5,3,22,0,0,1,0,0,0,0,1,14,0.0527009222661396
82,3,83,7847,25,2,0,Evening,1,5,0,31,0,0,1,0,0,0,0,0,12,0.1921397379912664
83,3,110,10593,42,0,0,Evening,15,9,3,27,0,0,0,0,1,0,0,0,16,0.0053962525548818
84,3,83,15098,16,0,0,Evening,1,5,6,31,2,0,0,0,1,0,0,0,10,0.0046770444460097
85,3,40,1645,111,0,0,Morning,6,10,1,13,0,0,0,0,1,0,0,0,14,0.0316549819417888
86,3,68,9604,23,5,1,Morning,1,5,3,22,0,0,1,0,0,0,0,1,14,0.0498442367601246
87,3,88,12588,30,5,1,Morning,1,5,11,32,0,0,0,0,0,0,0,0,10,0.0105364695406989
88,3,88,12588,30,5,1,Noon,1,5,12,34,0,0,0,0,0,0,0,0,16,0.0035759582863585
89,3,85,8424,18,6,1,Evening,1,5,3,23,2,0,1,0,0,0,0,1,14,0.2134337727558066
90,3,83,7094,22,6,1,Morning,1,5,3,19,1,0,1,0,0,0,0,0,12,0.205111821086262
91,3,88,5727,30,5,1,Noon,1,5,3,22,2,0,0,0,0,0,0,0,12,0.1906040268456376
92,3,64,10849,26,3,0,Evening,1,5,4,21,1,0,1,0,0,0,0,0,1,0.0024472891566265
93,3,94,15119,24,3,0,Evening,1,5,8,29,1,0,1,0,0,0,0,0,10,0.0033817207202345
94,3,90,13392,24,3,0,Evening,1,5,2,21,2,0,1,0,0,0,0,0,10,0.0068420322685035
95,3,80,18718,11,3,0,Evening,15,13,9,33,1,0,1,0,1,0,0,1,12,0.0036256798149653
96,3,86,19046,16,2,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,16,0.0013888656481651
97,3,84,1703,112,2,0,Noon,6,10,1,55,2,0,0,0,0,0,0,0,12,0.0303030303030303
98,3,71,9603,23,2,0,Evening,1,5,3,22,0,0,1,0,0,0,0,0,14,0.0418848167539267
99,3,86,19052,16,1,0,Evening,1,5,4,21,1,0,1,0,0,0,0,0,10,0.0062335958005249
100,3,86,19046,16,1,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,16,0.002039013117651
101,3,86,19046,16,0,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,8,0.0030514776588242
102,3,74,17217,18,5,1,Noon,1,5,4,24,1,0,1,0,0,0,0,0,10,0.0081464122307778
103,3,77,15687,18,5,1,Noon,1,5,9,25,1,0,0,0,0,0,0,0,16,0.0024422624117028
104,3,91,11179,32,4,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,10,0.0074531174867767
105,3,77,15687,18,4,0,Evening,1,5,9,25,1,0,0,0,0,0,0,0,16,0.0045665159381454
106,3,62,9603,23,3,0,Evening,1,5,3,22,0,0,1,0,0,0,0,1,14,0.0553435114503816
107,3,90,11282,38,1,0,Evening,15,9,3,25,1,0,1,0,2,0,0,0,15,0.0087452753279478
108,3,84,12519,27,1,0,Evening,15,6,5,33,0,0,0,0,0,0,0,1,12,0.0050766846577245
109,3,77,15687,18,3,0,Evening,1,5,9,20,1,0,0,0,0,0,0,0,7,0.0029866479269149
110,3,74,17353,15,1,0,Noon,10,42,7,30,0,0,0,0,2,0,0,0,8,0.0045904001921562
111,3,80,7775,22,1,0,Evening,10,42,0,31,0,0,1,0,0,0,0,0,14,0.1631799163179916
112,3,80,17347,15,0,0,Evening,1,5,7,30,0,0,0,0,1,0,0,0,7,0.0048997234676618
113,3,75,11938,30,6,1,Evening,15,12,3,26,0,0,1,0,0,0,0,0,12,0.0023578333654856
114,3,118,17996,22,6,1,Evening,10,42,4,30,2,0,0,0,1,0,0,0,16,0.0011887825697191
115,3,94,12274,18,6,1,Noon,15,6,4,24,1,0,0,0,0,0,0,1,12,0.0044800047946539
116,3,60,10492,39,2,0,Evening,15,9,3,25,1,0,2,0,0,0,0,0,16,0.0032822555365012
117,3,96,10229,34,3,0,Noon,1,5,2,18,1,0,2,0,0,0,0,0,10,0.0049855503540585
118,3,69,9642,24,3,0,Noon,1,5,3,22,0,0,1,0,0,0,0,0,14,0.0449735449735449
119,3,69,9642,24,1,0,Evening,1,5,3,22,0,0,1,0,0,0,0,0,14,0.0380952380952381
120,3,72,7325,66,1,0,Evening,15,9,2,30,1,0,0,0,0,0,0,0,16,0.0029775628779594
121,3,61,13868,25,1,0,Evening,15,1,4,29,2,0,0,0,1,0,0,1,16,0.0089316151905638
122,3,84,10766,34,1,0,Noon,1,5,2,28,1,0,2,0,0,0,0,0,10,0.0138739016494527
123,3,84,12755,32,2,0,Evening,1,5,4,32,1,0,2,0,0,0,0,0,11,0.0034875665862456
124,3,88,13661,34,0,0,Evening,15,1,3,33,0,0,1,0,3,0,0,0,12,0.0064715686421718
125,3,84,12755,32,0,0,Evening,1,5,4,32,1,0,2,0,0,0,0,0,8,0.0101945369893535
126,3,61,9642,24,5,1,Morning,1,5,3,22,0,0,1,0,0,0,0,1,14,0.0854092526690391
127,3,94,15119,24,5,1,Noon,1,5,8,29,1,0,1,0,0,0,0,0,16,0.0048882434203535
128,3,63,8302,39,4,0,Evening,15,31,3,27,1,0,1,0,0,0,0,0,5,0.0025136906365023
129,3,97,20850,16,4,0,Noon,1,5,7,35,2,0,1,0,0,0,0,0,16,0.0030372756557754
130,3,82,9816,23,2,0,Evening,15,9,4,38,1,0,0,0,0,0,5499,0,12,0.0025426807119505
131,3,124,13821,34,2,0,Evening,15,9,4,31,1,0,0,0,1,0,0,1,16,0.0143961380420102
132,3,97,20850,16,1,0,Evening,1,5,7,35,2,0,1,0,0,0,0,0,7,0.0052844725404978
133,3,83,9821,23,1,0,Evening,15,9,4,38,1,0,0,0,0,0,5499,0,12,0.0063630959921265
134,3,79,10474,26,1,0,Noon,10,42,4,39,0,0,2,0,0,0,0,0,12,0.0789115646258503
135,3,92,12347,33,0,0,Evening,15,9,4,29,0,0,1,0,0,0,0,0,16,0.0032091322735556
136,3,67,11438,13,6,1,Evening,6,26,3,40,0,0,1,0,0,0,0,0,14,0.0303421562298256
137,3,102,13399,37,5,1,Evening,15,9,3,32,0,0,0,0,0,0,0,0,16,0.0109693447869294
138,3,91,10683,89,5,1,Evening,6,26,7,50,1,0,1,0,0,0,0,0,12,0.0358247842370949
139,3,53,9526,21,5,1,Evening,1,5,4,21,0,0,1,0,0,0,0,0,12,0.0672268907563025
140,3,124,10332,81,4,0,Evening,6,26,6,51,0,0,1,0,0,0,0,0,14,0.025943396226415
141,3,121,10777,49,4,0,Evening,15,9,3,27,1,0,0,0,1,0,0,0,16,0.0031356608840821
142,3,84,15302,18,4,0,Noon,10,42,5,36,1,0,2,0,2,0,0,0,12,0.002556735812752
143,3,81,7806,24,4,0,Evening,10,42,0,31,1,0,2,0,0,0,0,0,12,0.2049689440993788
144,3,95,6492,36,4,0,Evening,10,42,2,41,1,0,2,0,0,0,0,0,14,0.0101386735933637
145,3,85,9731,28,3,0,Evening,15,6,4,18,2,1,0,0,0,0,0,0,10,0.0119220703692934
146,3,73,11206,34,3,0,Evening,1,5,4,34,1,0,1,0,0,0,0,0,12,0.002310524311286
147,3,92,15144,16,3,0,Noon,10,42,5,21,0,0,1,0,1,0,0,0,12,0.0017811569544874
148,3,96,10007,69,2,0,Evening,6,26,6,52,1,0,1,0,0,0,0,1,14,0.0351542305703946
149,3,69,8237,47,2,0,Evening,2,11,0,23,2,0,0,0,0,0,0,0,3,0.0134900142277493
150,3,89,9231,51,2,0,Evening,15,9,3,27,0,0,0,0,0,0,0,0,16,0.0038899910530205
151,3,90,1663,115,2,0,Noon,2,11,0,22,1,0,1,0,0,0,0,0,12,0.1513157894736842
152,3,92,4774,49,2,0,Evening,2,11,2,28,1,0,1,0,0,0,0,0,14,0.071041948579161
153,3,69,8237,47,2,0,Evening,2,11,0,23,2,0,0,0,0,0,0,0,10,0.013641425389755
154,3,88,9726,36,1,0,Evening,15,6,2,33,0,0,0,0,0,0,0,0,12,0.0048740463156863
155,3,77,9376,46,1,0,Evening,6,26,7,61,1,0,1,0,0,0,0,0,14,0.0955369595536959
156,3,68,10507,27,2,0,Noon,10,42,3,39,1,0,2,0,0,0,0,0,12,0.0898876404494382
157,3,71,9752,40,1,0,Evening,2,11,3,29,2,0,1,0,0,0,0,0,16,0.0014216303761022
158,3,81,15144,16,2,0,Evening,10,42,5,21,0,0,1,0,1,0,0,0,12,0.0024907882006628
159,3,71,9752,40,1,0,Morning,2,11,3,29,2,0,1,0,0,0,0,0,16,0.0083819241982507
160,3,87,11837,32,0,0,Evening,15,6,2,30,1,0,0,0,0,0,8000,0,12,0.0038098670407887
161,3,77,8225,46,0,0,Evening,2,11,3,26,2,0,1,0,0,0,0,0,16,0.0021747755425918
162,3,72,4966,59,5,1,Morning,2,11,2,28,1,0,2,0,0,0,0,1,14,0.0515350877192982
163,3,94,22015,17,5,1,Morning,2,11,4,27,1,0,1,0,0,0,0,0,16,0.0027418498155352
164,3,95,13017,27,4,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,15,0.0020382907476159
165,3,73,14713,26,4,0,Evening,15,6,3,27,1,0,1,0,0,0,8000,1,12,0.0020615547406637
166,3,94,22015,17,4,0,Evening,2,11,4,27,1,0,1,0,0,0,0,0,10,0.0112517580872011
167,3,86,15027,16,4,0,Evening,6,26,5,42,1,0,1,0,0,0,0,1,16,0.005948200490189
168,3,75,11089,39,3,0,Evening,6,26,2,32,2,0,0,0,0,0,0,0,14,0.0907606921318968
169,3,95,12254,20,3,0,Evening,6,26,5,42,1,0,1,0,0,0,0,0,12,0.0050296147633266
170,3,87,12505,39,3,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,16,0.0066613412041863
171,3,106,12542,37,3,0,Noon,6,26,4,47,2,0,0,0,0,0,0,0,14,0.2326530612244897
172,3,71,1655,112,3,0,Noon,2,11,0,22,1,0,1,0,0,0,0,0,12,0.125
173,3,77,10105,39,3,0,Evening,2,11,2,23,2,0,0,0,0,0,0,0,16,0.0053465175773951
174,3,113,12598,28,2,0,Evening,6,26,5,42,0,0,1,0,0,0,0,0,12,0.0040309952214016
175,3,85,6555,39,2,0,Evening,10,42,1,21,1,0,1,0,0,0,0,0,14,0.0091459314055144
176,3,88,7783,23,2,0,Evening,10,42,0,31,0,0,1,0,0,0,0,0,12,0.1671469740634005
177,3,97,12658,29,1,0,Evening,6,26,5,42,1,0,1,0,0,0,0,0,12,0.0030856073235646
178,3,72,4966,59,1,0,Evening,2,11,2,28,1,0,2,0,0,0,0,1,14,0.0286697247706422
179,3,67,10818,31,1,0,Evening,1,5,3,33,0,0,0,0,0,0,0,0,11,0.0022742438479661
180,3,80,15288,19,1,0,Evening,10,42,6,30,0,0,2,0,1,0,0,0,12,0.0045627844053621
181,3,77,10105,39,1,0,Evening,2,11,0,15,2,0,0,0,0,0,0,0,10,0.0183992640294388
182,3,102,12658,29,0,0,Evening,6,26,5,42,1,0,1,0,0,0,0,0,5,0.0045000207374227
183,3,80,15288,19,0,0,Evening,10,42,6,30,0,0,2,0,1,0,0,0,12,0.0067411375496587
184,3,63,4966,59,5,1,Noon,2,11,2,28,1,0,2,0,0,0,0,0,14,0.0845665961945031
185,3,93,8488,55,5,1,Noon,2,11,2,39,2,0,1,0,0,0,0,1,10,0.021703337823679
186,3,93,8488,55,5,1,Noon,2,11,3,36,2,0,1,0,0,0,0,1,16,0.0089228967012698
187,3,67,10818,31,4,0,Evening,1,5,3,33,0,0,0,0,0,0,0,0,7,0.0027264106211474
188,3,93,8488,55,4,0,Evening,2,11,4,36,2,0,1,0,0,0,0,1,16,0.0057642918291638
189,3,104,15582,23,3,0,Evening,6,26,5,30,2,0,1,0,0,0,0,0,12,0.0039240846289278
190,3,67,9202,36,3,0,Evening,15,9,3,27,2,0,1,0,0,0,0,0,10,0.0008829081166656
191,3,91,11999,19,3,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,16,0.019326529606074
192,3,94,14346,34,3,0,Evening,2,11,2,24,2,0,0,0,0,0,0,0,10,0.0222944728286112
193,3,90,17317,40,2,0,Evening,15,9,3,34,0,0,0,0,0,0,0,0,16,0.0037158363076321
194,3,98,15851,24,2,0,Evening,6,26,10,20,2,0,1,0,0,0,0,0,12,0.0066376449290978
195,3,83,1686,116,2,0,Evening,2,11,0,22,1,0,1,0,0,0,0,1,12,0.0840336134453781
196,3,93,14350,34,2,0,Evening,2,11,3,27,2,0,0,0,0,0,0,0,16,0.0032884116373898
197,3,42,7188,62,2,0,Noon,6,10,2,24,2,0,0,0,0,0,0,0,14,0.0155555555555555
198,3,99,15916,25,1,0,Evening,6,26,10,22,1,0,1,0,0,0,0,0,8,0.0086283374044502
199,3,79,4966,59,1,0,Evening,2,11,2,28,1,0,2,0,0,0,0,1,14,0.0647249190938511
200,3,99,14976,26,1,0,Evening,2,11,5,23,2,0,1,0,0,0,0,0,16,0.006021748188771
201,3,94,17918,22,1,0,Evening,2,11,2,25,2,0,1,0,0,0,0,0,10,0.0185032215430365
202,3,67,9202,36,1,0,Evening,15,9,3,27,2,0,1,0,0,0,0,0,12,0.0069484885383027
203,3,99,14976,26,0,0,Evening,2,11,5,23,2,0,1,0,0,0,0,0,16,0.0042967869054825
204,3,125,13438,8,6,1,Evening,6,26,4,23,6,0,0,0,0,0,0,0,12,0.0087191559857005
205,3,73,4938,57,5,1,Morning,2,11,2,28,0,0,2,0,0,0,0,0,14,0.0769230769230769
206,3,77,23961,15,5,1,Morning,2,11,5,26,1,0,1,0,1,0,0,0,10,0.010164569215876
207,3,77,23956,15,5,1,Noon,2,11,10,21,1,0,1,0,1,0,0,0,16,0.0030546009927453
208,3,91,11999,19,4,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,10,0.0072980344211417
209,3,118,15906,24,4,0,Evening,6,26,10,22,1,0,1,0,0,0,0,0,16,0.0057208990359956
210,3,68,19555,22,5,1,Noon,1,5,7,35,2,0,0,0,0,0,0,0,5,0.0024084954202094
211,3,42,7212,66,4,0,Morning,6,10,2,25,2,0,0,0,0,0,0,0,14,0.0308454971082346
212,3,103,13444,8,3,0,Evening,6,26,4,23,6,0,0,0,0,0,0,0,4,0.0016268429079816
213,3,91,13017,27,3,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,15,0.0037147321560187
214,3,83,1686,116,3,0,Evening,2,11,0,22,1,0,1,0,0,0,0,1,12,0.1239669421487603
215,3,68,19544,21,3,0,Evening,1,5,7,31,2,0,0,0,0,0,0,0,8,0.0019348054679284
216,3,68,19555,22,2,0,Evening,1,5,7,35,2,0,0,0,0,0,0,0,5,0.002563236202216
217,3,88,9147,36,2,0,Evening,2,11,2,34,1,0,1,0,2,0,0,0,10,0.007405693126591
218,3,88,10641,32,2,0,Evening,2,11,4,29,1,0,1,0,2,0,0,0,16,0.0044249007498897
219,3,79,4938,57,2,0,Evening,2,11,2,28,0,0,2,0,0,0,0,1,14,0.0329218106995884
220,3,115,13440,8,2,0,Noon,6,26,4,19,6,0,0,0,0,0,0,0,2,0.0203656657365374
221,3,82,9147,36,1,0,Evening,2,11,2,34,1,0,1,0,2,0,0,0,10,0.0199532626280783
222,3,91,9418,24,1,0,Evening,10,42,0,30,1,0,1,0,0,0,0,0,12,0.2383879781420765
223,3,94,9656,29,1,0,Evening,10,42,1,31,1,0,1,0,2,0,0,0,14,0.1656891495601173
224,3,82,10641,32,1,0,Evening,2,11,4,29,1,0,1,0,2,0,0,0,16,0.0044021341795386
225,3,98,12091,28,1,0,Noon,10,42,5,38,2,0,0,0,0,0,0,0,12,0.0060561958639468
226,3,78,9631,34,0,0,Evening,1,5,3,44,0,0,1,0,0,0,0,0,8,0.0036009534919105
227,3,88,14935,21,5,1,Noon,2,11,9,27,1,0,1,0,0,0,0,0,16,0.0101601636915261
228,3,73,4943,58,5,1,Noon,2,11,2,28,0,0,2,0,0,0,0,1,14,0.0997732426303854
229,3,65,11496,31,4,0,Evening,15,9,3,35,2,0,0,0,1,0,0,0,16,0.0086695112490302
230,3,85,12081,28,0,0,Evening,10,42,5,38,2,0,0,0,1,0,0,0,12,0.0036613701973854
231,3,82,10467,40,4,0,Noon,1,5,4,19,0,0,1,0,0,0,0,0,8,0.0014386962110402
232,3,54,1576,87,3,0,Evening,9,34,0,0,0,1,3,0,0,0,0,0,6,0.0
233,3,71,12934,19,3,0,Evening,2,11,1,16,1,0,1,0,0,0,0,0,10,0.0102223358037311
234,3,52,13583,28,3,0,Evening,15,9,3,35,1,0,1,0,0,0,0,0,16,0.0080970850493822
235,3,71,12934,19,3,0,Evening,2,11,2,23,1,0,1,0,0,0,0,0,15,0.0041780114543235
236,3,85,12081,28,3,0,Evening,10,42,5,38,2,0,0,0,1,0,0,0,12,0.0059444008802772
237,3,74,6950,51,2,0,Evening,15,9,3,43,2,0,0,0,1,0,0,0,12,0.0031814353887901
238,3,82,10467,40,2,0,Evening,1,5,4,19,0,0,1,0,0,0,0,0,10,0.0032091706606126
239,3,65,12934,19,2,0,Evening,2,11,1,16,1,0,1,0,0,0,0,0,10,0.0175370977066872
240,3,73,4901,55,1,0,Evening,2,11,2,17,0,0,2,0,0,0,0,0,14,0.1028708133971291
241,3,69,8332,41,0,0,Evening,2,11,1,20,1,0,0,0,0,0,0,0,14,0.3370786516853932
242,3,88,12099,18,5,1,Noon,15,31,4,39,1,0,0,0,0,0,0,1,12,0.0022905759162303
243,3,77,12088,39,5,1,Noon,2,11,3,22,0,0,2,0,0,0,0,0,16,0.0057197756775476
244,3,84,4943,58,5,1,Morning,2,11,2,28,0,0,2,0,0,0,0,0,14,0.1132075471698113
245,3,77,10611,45,5,1,Noon,2,11,1,23,0,0,2,0,0,0,0,0,10,0.0246618933969769
246,3,69,8332,41,5,1,Morning,2,11,1,20,1,0,0,0,0,0,0,0,14,0.3710407239819005
247,3,80,18623,19,4,0,Evening,15,12,7,22,2,0,0,0,0,0,0,0,12,0.0030306562536426
248,3,71,8698,48,5,1,Noon,6,26,2,40,1,0,1,0,0,0,0,0,14,0.1591635916359163
249,3,77,12088,39,4,0,Evening,2,11,3,22,0,0,2,0,0,0,0,0,16,0.0052192301635508
250,3,81,17044,27,4,0,Evening,2,11,5,34,1,0,1,0,0,0,0,0,3,0.0300829875518672
251,3,78,8818,24,4,0,Noon,6,26,3,35,1,0,2,0,0,0,0,0,13,0.0405529456234137
252,3,78,14517,32,3,0,Evening,15,31,3,30,1,0,2,0,3,0,0,0,5,0.0
253,3,69,8332,41,4,0,Noon,2,11,1,20,1,0,0,0,0,0,0,0,14,0.3228346456692913
254,3,90,10809,47,3,0,Evening,2,11,6,27,0,0,1,0,0,0,0,0,15,0.002724097041951
255,3,77,9020,29,3,0,Evening,6,26,2,30,2,0,0,0,0,0,0,0,14,0.2132902443950717
