campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,product,no_of_CTA,mean_CTA_len,is_image,is_personalised,is_quote,is_timer,is_emoticons,is_discount,is_price,is_urgency,target_audience,click_rate
651,3,74,12889,33,1,0,Evening,15,3,5,31,2,0,3,0,0,0,0,0,12,0.0083021160271337
1674,3,63,9727,28,1,0,Noon,10,42,2,29,0,0,0,0,0,0,0,0,12,0.1012006861063464
44,3,65,11613,25,4,0,Evening,2,11,4,38,2,0,2,0,0,0,0,0,16,0.0048392565422433
101,3,86,19046,16,0,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,8,0.0030514776588242
275,3,81,11111,57,4,0,Noon,2,11,4,35,2,0,1,0,0,0,0,0,16,0.008157285128794
1321,10,74,1030,172,2,0,Evening,2,11,3,52,1,0,1,0,0,0,0,0,12,0.0229325920778318
354,3,94,11795,35,1,0,Evening,2,11,4,27,2,0,2,0,0,0,0,0,5,0.117798353909465
102,3,74,17217,18,5,1,Noon,1,5,4,24,1,0,1,0,0,0,0,0,10,0.0081464122307778
1134,3,70,10055,25,1,0,Evening,6,23,3,52,2,0,0,0,0,0,0,0,12,0.0160076454425994
655,3,79,18059,29,0,0,Evening,4,16,3,26,1,0,2,0,0,0,0,0,12,0.0106587712805329
1851,15,96,25395,18,5,1,Evening,9,34,18,26,1,0,0,0,0,0,0,0,12,0.0073054706082229
108,3,84,12519,27,1,0,Evening,15,6,5,33,0,0,0,0,0,0,0,1,12,0.0050766846577245
618,3,99,10611,44,2,0,Evening,15,9,2,39,1,0,1,0,0,0,0,0,12,0.0035315461302708
1869,3,98,13937,33,3,0,Evening,15,9,4,33,1,0,1,0,0,0,0,0,16,0.0056316517921061
916,3,76,8740,36,6,1,Evening,6,23,4,26,3,0,0,0,0,0,0,0,14,0.0632183908045977
1337,3,55,13438,33,4,0,Evening,10,42,3,26,0,0,0,0,0,0,0,0,12,0.0523665659617321
679,3,96,11061,41,1,0,Evening,15,6,3,23,2,0,0,0,1,0,0,1,12,0.0088275458447132
786,3,99,11230,23,3,0,Evening,10,42,0,31,1,0,1,0,0,0,0,0,12,0.1925
793,7,55,1761,119,2,0,Noon,7,27,2,83,1,0,0,0,0,0,0,0,12,0.6124661246612466
427,3,72,9572,22,5,1,Noon,1,5,4,17,0,0,1,0,0,0,0,0,12,0.036
1320,10,70,10666,43,3,0,Evening,9,34,2,25,1,0,2,0,0,0,0,0,12,0.0015136675273795
1222,3,83,25297,22,4,0,Evening,2,11,6,32,1,0,2,0,0,0,0,1,12,0.0050229621125143
129,3,97,20850,16,4,0,Noon,1,5,7,35,2,0,1,0,0,0,0,0,16,0.0030372756557754
1503,6,126,32932,17,2,0,Noon,11,14,11,83,1,0,1,0,0,0,0,0,12,0.0049451325766495
533,3,117,15689,35,2,0,Evening,6,23,4,25,0,0,4,0,0,0,0,0,12,0.0051818397908248
1834,15,96,34521,20,1,0,Evening,15,24,10,35,0,0,2,0,0,0,0,0,1,0.0236822001527883
73,3,98,21569,20,1,0,Noon,15,13,11,29,2,0,0,0,1,1,0,0,12,0.0047812402393022
1119,3,84,13761,31,4,0,Evening,15,40,3,40,2,0,1,0,0,0,0,0,12,0.001466275659824
1610,3,81,17013,15,0,0,Noon,5,17,5,27,1,0,3,0,0,0,0,0,12,0.0355622050868914
1103,3,63,16652,24,4,0,Evening,15,18,3,36,1,0,2,0,1,0,0,0,12,0.0311760063141278
1818,15,116,39601,13,1,0,Noon,15,24,13,25,1,0,2,0,0,0,0,0,12,0.0183006535947712
482,3,69,7505,71,3,0,Evening,15,9,2,30,0,0,0,0,0,0,0,0,10,0.040627687016337
1000,3,83,9206,46,3,0,Evening,15,31,4,31,0,0,2,0,1,1,0,0,12,0.0100942126514131
507,3,62,13015,28,2,0,Evening,10,42,2,30,1,0,0,0,0,0,0,0,12,0.007789482181055
844,3,82,11977,20,3,0,Noon,10,42,3,22,1,0,0,0,2,0,0,0,12,0.0508002783576896
693,3,60,7138,57,2,0,Evening,15,6,2,23,0,0,0,0,0,0,0,0,12,0.0023552157483082
1878,3,54,2565,255,4,0,Evening,2,11,0,22,1,0,0,0,0,0,0,0,10,0.1313131313131313
1169,3,55,14959,20,2,0,Evening,9,34,3,29,1,0,0,0,0,1,0,0,12,0.006277956525151
1238,3,86,11323,43,5,1,Noon,2,11,1,21,2,0,0,0,0,0,0,0,14,0.6333333333333333
1790,15,102,27460,23,6,1,Evening,15,9,5,39,1,0,3,0,0,0,0,0,1,0.010351966873706
745,3,107,10210,53,1,0,Evening,15,1,2,113,0,0,1,0,0,0,0,1,12,0.0053690406882722
406,3,92,7914,29,2,0,Evening,1,5,0,34,1,0,0,0,0,0,0,0,14,0.0149900456727954
629,3,122,16500,13,3,0,Evening,10,42,0,31,1,0,0,0,0,0,0,0,14,0.005183265457238
1079,3,91,13855,36,0,0,Evening,15,9,4,28,1,0,0,0,0,0,0,0,10,0.0082303788843264
310,3,87,31383,12,3,0,Evening,2,11,16,18,1,0,1,0,0,0,0,0,16,0.004019651630192
227,3,88,14935,21,5,1,Noon,2,11,9,27,1,0,1,0,0,0,0,0,16,0.0101601636915261
1609,3,47,13926,41,1,0,Evening,15,1,7,25,1,0,1,0,0,0,0,0,12,0.0223880597014925
638,3,131,18705,18,1,0,Evening,1,5,6,40,1,0,4,0,3,0,0,0,10,0.0020941621203659
1447,6,185,41892,6,6,1,Noon,9,34,16,36,1,0,1,0,0,1,0,0,12,0.0038721693951573
1711,15,73,9446,43,2,0,Evening,9,34,2,28,0,0,2,0,1,0,0,0,12,0.0221192646839037
890,3,93,8800,40,2,0,Evening,15,28,4,31,2,0,3,0,0,0,0,0,12,0.0037487175439981
149,3,69,8237,47,2,0,Evening,2,11,0,23,2,0,0,0,0,0,0,0,3,0.0134900142277493
1669,3,50,1320,223,4,0,Morning,15,24,1,0,0,0,0,0,0,0,0,0,2,0.0260730537449268
1437,10,80,20073,26,1,0,Noon,15,9,2,35,0,0,1,0,0,0,0,0,12,0.0041322314049586
747,3,113,22009,19,0,0,Evening,10,42,3,26,0,0,0,0,0,0,0,0,12,0.0244552542146998
1835,15,90,21040,27,0,0,Evening,9,34,9,28,2,0,1,0,0,0,0,0,12,0.0008783284023668
988,3,105,16029,26,1,0,Evening,15,9,3,37,0,0,0,0,0,0,0,0,10,0.0274175620600222
1562,3,212,19463,23,4,0,Evening,8,32,26,34,0,0,1,0,0,0,0,0,12,0.0148830616583983
1091,3,65,5930,16,1,0,Evening,10,42,0,18,0,0,0,0,0,0,0,0,12,0.1177777777777777
1270,3,84,31145,18,5,1,Noon,2,11,5,24,0,0,4,0,0,0,0,0,12,0.0553097345132743
1097,3,84,9020,31,1,0,Evening,15,24,3,29,3,0,1,0,1,0,0,0,12,0.0106878124461299
1636,3,68,17593,30,3,0,Morning,15,24,6,20,1,1,2,0,0,0,0,0,12,0.034412955465587
287,3,61,11967,28,2,0,Morning,10,42,5,30,1,0,2,0,2,0,0,0,12,0.1068376068376068
1519,3,23,7964,23,3,0,Noon,15,24,0,12,1,1,0,0,0,0,0,0,12,0.1012396694214876
1289,3,56,17797,23,0,0,Evening,2,11,2,30,0,0,0,0,0,0,0,0,12,0.0166112956810631
1361,3,89,28316,20,0,0,Evening,11,14,12,47,1,0,0,0,0,0,0,0,12,0.0147442163571195
1551,3,53,9310,50,6,1,Evening,15,24,1,10,1,1,3,0,0,0,0,0,12,0.0082304526748971
1504,10,45,3663,103,0,0,Noon,15,38,2,28,0,1,1,0,0,0,0,0,12,0.0
1868,3,54,2568,255,4,0,Evening,2,11,0,22,1,0,0,0,0,0,0,0,10,0.0833333333333333
1162,1,100,12356,18,5,1,Noon,12,20,7,26,0,0,0,0,0,0,0,0,7,0.0026601706693766
1547,3,55,7437,41,6,1,Evening,9,34,1,26,1,1,0,0,0,0,0,0,12,0.0833333333333333
1661,3,69,1409,208,5,1,Morning,15,24,1,24,0,0,0,0,0,0,0,0,12,0.0107509096923585
1831,3,77,15445,22,2,0,Evening,10,42,8,21,2,0,0,0,0,0,0,0,14,0.0927318295739348
1716,15,87,7288,44,4,0,Noon,14,33,1,15,0,0,1,0,0,0,0,0,12,0.0005041133504231
1375,10,98,25842,13,3,0,Evening,15,31,4,19,1,0,1,0,0,0,0,0,12,0.0
1362,3,187,23880,17,5,1,Noon,11,14,8,34,0,0,1,0,0,0,0,0,12,0.0046799397160307
1396,10,70,9639,26,3,0,Evening,9,34,0,12,0,1,0,0,0,0,0,0,12,0.027027027027027
1342,10,71,12587,34,2,0,Evening,15,9,3,22,1,0,1,0,0,0,0,1,12,0.0105344295991778
901,3,96,10636,27,4,0,Evening,15,13,5,38,2,0,0,0,1,0,0,1,12,0.0022317952976592
494,3,78,10410,25,5,1,Noon,6,26,1,28,0,0,0,0,0,0,0,0,14,0.1693363844393592
1243,3,138,16138,24,2,0,Evening,2,11,1,28,1,0,0,0,0,0,0,0,12,0.0220785869704338
278,3,62,1526,90,3,0,Evening,2,11,0,22,1,0,1,0,0,0,0,0,12,0.4666666666666667
1743,15,118,29928,25,2,0,Morning,15,9,3,41,0,0,0,0,0,0,0,0,3,0.0487689393939393
359,3,89,10674,46,5,1,Noon,2,11,4,27,0,0,2,0,0,0,0,0,10,0.0237055643317601
1121,3,81,13364,30,4,0,Evening,15,1,3,31,1,0,1,0,0,0,0,0,12,0.0046511627906976
237,3,74,6950,51,2,0,Evening,15,9,3,43,2,0,0,0,1,0,0,0,12,0.0031814353887901
552,3,85,13065,29,0,0,Evening,1,5,3,33,1,0,2,0,0,0,0,0,1,0.0015564925485823
1763,15,94,38846,10,3,0,Noon,15,1,4,29,1,0,1,0,0,0,0,0,12,0.0265384413263965
1495,10,57,9053,39,0,0,Evening,15,1,1,10,1,1,3,0,0,0,0,0,12,0.0031359759157049
209,3,118,15906,24,4,0,Evening,6,26,10,22,1,0,1,0,0,0,0,0,16,0.0057208990359956
1308,10,80,18184,16,1,0,Evening,15,1,3,41,0,0,2,0,0,1,0,0,12,0.0173010380622837
1477,10,43,11030,44,1,0,Evening,15,1,2,24,2,1,0,0,0,0,0,0,12,0.0093175522538403
59,3,79,5805,88,4,0,Evening,15,12,3,20,1,0,0,0,0,0,0,0,2,0.0013711151736745
1797,3,75,8629,15,4,0,Evening,11,29,3,52,2,0,1,0,0,0,0,0,14,0.0563798219584569
1494,10,42,6683,41,2,0,Evening,9,34,1,22,2,1,1,0,0,0,0,0,12,0.009329605543062
364,3,76,14908,34,3,0,Evening,15,9,4,16,1,0,2,0,1,0,0,0,12,0.0056138690527402
985,3,108,11178,33,4,0,Evening,15,12,2,49,2,0,0,0,0,0,0,0,12,0.0078225460780111
614,3,87,9891,27,3,0,Evening,1,5,3,21,1,0,0,0,1,0,0,0,10,0.0087774294670846
1058,3,93,12956,36,3,0,Evening,15,18,3,40,1,0,5,0,0,0,0,0,12,0.0206154765461607
1518,3,26,8141,29,3,0,Evening,15,12,0,12,1,1,0,0,0,0,0,0,12,0.1166666666666666
1212,3,86,9185,28,5,1,Noon,2,11,1,12,1,0,0,0,0,0,0,1,14,0.0083333333333333
756,3,90,12453,40,3,0,Evening,15,6,3,21,2,0,0,0,1,0,0,1,16,0.0063543637410545
1359,3,82,9372,57,2,0,Noon,11,14,1,20,0,0,0,0,0,0,0,0,12,0.0164473684210526
734,3,118,13942,20,5,1,Noon,1,5,0,33,1,0,1,0,0,0,0,0,14,0.0669975186104218
119,3,69,9642,24,1,0,Evening,1,5,3,22,0,0,1,0,0,0,0,0,14,0.0380952380952381
1180,11,90,23102,20,1,0,Evening,15,9,4,33,0,0,1,0,0,0,0,1,12,0.0069590889919865
1132,11,89,15275,30,1,0,Evening,15,9,2,36,1,0,0,0,0,0,0,0,1,0.0187667560321715
523,14,102,26787,17,2,0,Noon,6,26,4,30,1,0,0,0,0,0,0,0,12,0.0068965517241379
514,3,114,26423,14,3,0,Evening,1,5,7,38,2,0,2,0,0,0,0,0,16,0.0020280939658591
82,3,83,7847,25,2,0,Evening,1,5,0,31,0,0,1,0,0,0,0,0,12,0.1921397379912664
652,3,48,1155,171,1,0,Evening,1,5,0,32,0,1,0,0,0,0,0,0,12,0.6923076923076923
908,3,97,9288,42,3,0,Evening,15,18,5,31,0,0,0,0,1,0,0,0,12,0.0030915996820068
381,3,85,23246,12,2,0,Noon,1,5,2,21,1,0,2,0,0,0,0,0,10,0.0088633183019748
1713,3,94,33334,27,1,0,Evening,8,32,38,55,1,0,2,0,0,0,0,0,12,0.0091793901932745
85,3,40,1645,111,0,0,Morning,6,10,1,13,0,0,0,0,1,0,0,0,14,0.0316549819417888
1589,15,15,10814,64,5,1,Morning,15,9,7,13,1,0,1,0,0,0,0,0,12,0.0175086107921928
330,3,73,7783,34,1,0,Evening,2,11,2,24,1,0,3,0,0,0,0,0,14,0.0625
994,3,82,9813,31,4,0,Noon,6,23,2,41,2,0,1,0,3,0,0,0,12,0.0219206680584551
781,3,97,12624,27,6,1,Noon,1,5,1,25,0,0,4,0,0,0,0,0,10,0.0471698113207547
681,3,62,12689,31,0,0,Evening,15,6,4,20,2,1,1,0,0,0,0,0,12,0.0223636676414932
821,3,105,11048,43,2,0,Evening,15,31,4,37,0,0,0,0,0,0,0,0,12,0.0044567799097969
1176,3,66,15350,31,1,0,Evening,15,1,3,26,1,0,0,0,0,1,0,0,12,0.0080105770726396
452,3,83,8993,61,4,0,Evening,15,9,2,30,0,0,0,0,0,0,0,0,12,0.0017568076295645
491,3,82,8392,39,1,0,Evening,15,9,3,25,2,0,0,0,0,0,0,0,10,0.031578947368421
1539,3,17,7875,21,1,0,Evening,13,21,0,12,1,1,0,0,0,0,0,0,12,0.1707317073170731
288,3,58,15387,38,0,0,Evening,2,11,5,20,0,0,0,0,0,0,0,0,1,0.0115168405507122
818,3,77,12354,21,3,0,Evening,1,5,3,22,0,0,2,0,0,0,0,0,12,0.0701754385964912
1874,3,73,9220,54,0,0,Evening,2,11,5,26,0,0,1,0,0,0,0,0,1,0.0050036902215383
1290,3,65,16544,21,0,0,Evening,2,11,2,21,2,0,0,0,0,0,0,0,12,0.0044187109553557
1472,10,47,6777,44,2,0,Evening,9,34,1,34,0,1,1,0,0,0,0,0,12,0.0062781292805426
765,3,108,13478,30,5,1,Evening,15,6,5,22,2,0,0,0,2,0,0,0,12,0.0036311463794813
1778,15,82,29947,25,0,0,Evening,15,9,3,41,0,0,0,0,0,0,0,0,1,0.0459016393442622
1612,10,36,4112,150,6,1,Morning,15,1,1,51,1,0,1,0,0,0,0,0,12,0.0081026221216557
1269,3,64,14468,21,6,1,Noon,2,11,3,23,1,0,0,0,0,0,0,0,12,0.0148605075003504
789,3,102,10953,24,3,0,Evening,1,5,3,28,0,0,2,0,0,0,0,0,12,0.0545454545454545
1305,9,194,22597,54,2,0,Noon,9,34,27,82,0,0,1,0,0,0,0,0,12,0.0061464776299229
1027,3,86,12685,31,4,0,Evening,15,1,3,38,1,0,0,0,0,0,0,0,12,0.0202108963093145
1564,3,58,16138,18,2,0,Morning,15,9,2,24,2,0,0,0,0,0,0,0,12,0.0020657696387694
328,3,71,10720,45,2,0,Evening,15,9,4,27,1,0,1,0,0,0,0,0,13,0.0080070364866094
937,3,118,13367,31,5,1,Evening,15,9,2,44,1,0,0,0,1,0,0,0,12,0.0033174831361273
1369,10,92,22768,15,3,0,Evening,15,1,4,24,0,0,1,0,0,0,0,0,12,0.0
1582,3,72,14974,22,2,0,Evening,9,34,1,24,1,0,0,0,0,0,0,0,7,0.0188170996092482
1453,10,84,9183,39,4,0,Evening,15,9,2,27,2,0,0,0,0,0,0,0,7,0.0045514887161008
788,3,88,12385,22,3,0,Evening,1,5,3,26,0,0,2,0,0,0,0,0,12,0.1683673469387755
178,3,72,4966,59,1,0,Evening,2,11,2,28,1,0,2,0,0,0,0,1,14,0.0286697247706422
1044,3,90,11657,27,1,0,Noon,10,42,2,34,0,0,1,0,1,0,0,0,12,0.0181904086935979
1042,3,86,12685,31,2,0,Evening,15,1,3,38,1,0,0,0,0,0,0,0,12,0.021142882793913
87,3,88,12588,30,5,1,Morning,1,5,11,32,0,0,0,0,0,0,0,0,10,0.0105364695406989
1329,3,75,20075,30,3,0,Noon,2,11,3,92,1,0,3,0,0,0,0,0,12,0.0087506076810889
1792,15,103,27594,24,4,0,Evening,15,9,5,34,0,0,3,0,0,0,0,0,1,0.0493827160493827
